,gid,pa,ep,fp,yp,nb,year,cctv,light,log_pa,log_nb
839,木夭丑友什64ba30aa,3.046,166.0,382.0,49.0,43.0,2006,2,14,1.11382925447297,3.7612001156935624
840,木夭丑友什64ba30ab,6.123,79.0,215.0,35.0,35.0,2005,1,7,1.8120521724958174,3.5553480614894135
841,木夭丑友什64ba30ba,4.106,0.0,0.0,0.0,11.0,2008,0,0,1.4124493185967417,2.3978952727983707
842,木夭丑友什64ba30bb,4.106,8.0,28.0,7.0,22.0,2005,1,1,1.4124493185967417,3.091042453358316
843,木夭丑友什64ba31aa,3.437,29.0,88.0,19.0,35.0,2004,1,14,1.2345989978676968,3.5553480614894135
846,木夭丑友什64ba31bb,3.42,0.0,21.0,6.0,14.0,2009,3,5,1.2296405510745139,2.6390573296152584
847,木夭丑友什64ba32aa,3.42,13.0,90.0,32.0,38.0,2013,3,11,1.2296405510745139,3.6375861597263857
848,木夭丑友什64ba32ab,3.42,36.0,196.0,66.0,78.0,2013,11,14,1.2296405510745139,4.356708826689592
849,木夭丑友什64ba32ba,2.718,26.0,132.0,31.0,47.0,2012,6,11,0.999896315728952,3.8501476017100584
850,木夭丑友什64ba32bb,2.48,12.0,77.0,28.0,39.0,2012,4,9,0.9082585601768908,3.6635616461296463
851,木夭丑友什64ba33aa,2.418,10.0,76.0,26.0,36.0,2013,2,6,0.882940752192601,3.58351893845611
854,木夭丑友什64ba33bb,1.84,0.0,64.0,0.0,6.0,2012,2,0,0.6097655716208943,1.791759469228055
858,木夭丑友什64ba34bb,2.406,28.0,59.0,11.0,24.0,2004,0,0,0.8779656175524871,3.1780538303479458
859,木夭丑友什64ba35aa,2.202,0.0,0.0,0.0,8.0,2008,0,0,0.7893660383004882,2.0794415416798357
861,木夭丑友什64ba35ba,1.963,17.0,22.0,0.0,19.0,2006,0,0,0.6744739152943241,2.9444389791664403
862,木夭丑友什64ba35bb,1.963,16.0,28.0,0.0,27.0,2000,2,2,0.6744739152943241,3.295836866004329
863,木夭丑友什64ba36aa,1.963,58.0,207.0,58.0,48.0,2013,1,0,0.6744739152943241,3.871201010907891
864,木夭丑友什64ba36ab,1.185,51.0,207.0,61.0,17.0,2020,2,0,0.16974277458709455,2.833213344056216
865,木夭丑友什64ba36ba,0.718,75.0,319.0,65.0,21.0,2020,0,0,-0.33128570993391293,3.044522437723423
866,木夭丑友什64ba36bb,1.453,366.0,701.0,100.0,36.0,2019,0,0,0.3736303845881459,3.58351893845611
867,木夭丑友什64ba37aa,1.453,44.0,96.0,7.0,2.0,1995,0,0,0.3736303845881459,0.6931471805599453
868,木夭丑友什64ba37ab,1.453,0.0,6.0,0.0,14.0,2023,0,1,0.3736303845881459,2.6390573296152584
872,木夭丑友什64ba38ab,2.064,8.0,8.0,0.0,4.0,1998,1,9,0.7246458476193163,1.3862943611198906
873,木夭丑友什64ba38ba,2.064,0.0,0.0,0.0,1.0,1985,0,0,0.7246458476193163,0.0
874,木夭丑友什64ba38bb,2.064,18.0,39.0,9.0,13.0,2011,0,1,0.7246458476193163,2.5649493574615367
875,木夭丑友什64ba39aa,2.579,88.0,202.0,31.0,79.0,2009,1,25,0.9474017268992078,4.3694478524670215
876,木夭丑友什64ba39ab,2.579,6.0,12.0,0.0,5.0,1999,1,1,0.9474017268992078,1.6094379124341003
877,木夭丑友什64ba39ba,3.458,12.0,14.0,0.0,11.0,2008,0,3,1.2406903872610988,2.3978952727983707
883,木夭丑友什64bb27ab,1.566,0.0,0.0,0.0,2.0,2005,0,2,0.4485245975686114,0.6931471805599453
886,木夭丑友什64bb28aa,0.358,0.0,0.0,0.0,2.0,2010,0,0,-1.0272222925814367,0.6931471805599453
887,木夭丑友什64bb28ab,0.134,0.0,0.0,0.0,9.0,2010,0,0,-2.0099154790312257,2.1972245773362196
888,木夭丑友什64bb28ba,1.809,0.0,0.0,0.0,6.0,2008,0,0,0.592774206413158,1.791759469228055
889,木夭丑友什64bb28bb,2.319,0.0,0.0,0.0,7.0,2008,0,0,0.8411360582733945,1.9459101490553132
890,木夭丑友什64bb29aa,2.319,0.0,6.0,0.0,8.0,2002,0,0,0.8411360582733945,2.0794415416798357
891,木夭丑友什64bb29ab,7.616,0.0,0.0,0.0,7.0,2010,2,0,2.0302512974890643,1.9459101490553132
893,木夭丑友什64bb29bb,3.046,0.0,0.0,0.0,9.0,2008,0,0,1.11382925447297,2.1972245773362196
894,木夭丑友什64bb30aa,3.046,0.0,0.0,0.0,13.0,2007,0,0,1.11382925447297,2.5649493574615367
896,木夭丑友什64bb30ba,3.566,0.0,0.0,0.0,11.0,2004,0,0,1.2714445194409487,2.3978952727983707
898,木夭丑友什64bb31aa,3.437,0.0,0.0,0.0,4.0,2014,0,0,1.2345989978676968,1.3862943611198906
913,木夭丑友什64bb34bb,2.344,15.0,27.0,0.0,10.0,2003,0,0,0.8518588717147662,2.302585092994046
914,木夭丑友什64bb35aa,2.344,0.0,0.0,0.0,5.0,2015,0,1,0.8518588717147662,1.6094379124341003
915,木夭丑友什64bb35ab,2.202,0.0,0.0,0.0,8.0,2010,0,1,0.7893660383004882,2.0794415416798357
916,木夭丑友什64bb35ba,2.089,0.0,0.0,0.0,20.0,2008,0,2,0.7366854825744287,2.995732273553991
917,木夭丑友什64bb35bb,1.276,12.0,27.0,0.0,20.0,2002,2,2,0.24373018492259815,2.995732273553991
918,木夭丑友什64bb36aa,1.591,8.0,0.0,0.0,11.0,2007,1,2,0.4643627493556498,2.3978952727983707
919,木夭丑友什64bb36ab,1.591,15.0,16.0,0.0,15.0,2001,1,1,0.4643627493556498,2.70805020110221
920,木夭丑友什64bb36ba,1.591,84.0,169.0,23.0,71.0,2000,4,14,0.4643627493556498,4.2626798770413155
921,木夭丑友什64bb36bb,1.374,0.0,10.0,0.0,3.0,1996,0,0,0.31772619380015765,1.0986122886681098
923,木夭丑友什64bb37ab,0.786,0.0,0.0,0.0,3.0,1987,1,1,-0.24079848655293046,1.0986122886681098
929,木夭丑友什64bb38bb,2.064,14.0,40.0,7.0,7.0,2011,0,0,0.7246458476193163,1.9459101490553132
930,木夭丑友什64bb39aa,2.579,58.0,103.0,10.0,36.0,2004,1,9,0.9474017268992078,3.58351893845611
931,木夭丑友什64bb39ab,2.579,29.0,71.0,11.0,25.0,2002,2,10,0.9474017268992078,3.2188758248682006
932,木夭丑友什64bb39ba,3.458,24.0,74.0,17.0,19.0,2006,0,6,1.2406903872610988,2.9444389791664403
933,木夭丑友什64bb39bb,3.461,18.0,45.0,10.0,20.0,2008,1,9,1.241557564653207,2.995732273553991
934,木夭丑友什64bb40aa,2.499,29.0,74.0,13.0,37.0,2007,1,8,0.9158906518528154,3.6109179126442243
938,木夭丑友什65aa27aa,1.464,0.0,0.0,0.0,2.0,1996,0,0,0.3811724155391198,0.6931471805599453
939,木夭丑友什65aa27ab,1.563,150.0,355.0,22.0,1.0,1999,0,0,0.44660705143933954,0.0
940,木夭丑友什65aa27ba,0.358,33.0,141.0,23.0,5.0,1995,0,0,-1.0272222925814367,1.6094379124341003
941,木夭丑友什65aa27bb,0.358,26.0,83.0,0.0,9.0,2001,2,0,-1.0272222925814367,2.1972245773362196
942,木夭丑友什65aa28aa,0.358,765.0,2611.0,450.0,14.0,1999,1,0,-1.0272222925814367,2.6390573296152584
943,木夭丑友什65aa28ab,0.134,437.0,1611.0,456.0,16.0,1997,0,0,-2.0099154790312257,2.772588722239781
944,木夭丑友什65aa28ba,0.649,316.0,1571.0,523.0,10.0,1995,1,0,-0.43232256227804705,2.302585092994046
945,木夭丑友什65aa28bb,0.649,441.0,1531.0,419.0,22.0,1995,3,0,-0.43232256227804705,3.091042453358316
946,木夭丑友什65aa29aa,8.111,209.0,1066.0,257.0,9.0,2007,1,0,2.0932211650882078,2.1972245773362196
947,木夭丑友什65aa29ab,7.616,231.0,2204.0,104.0,13.0,2011,0,0,2.0302512974890643,2.5649493574615367
948,木夭丑友什65aa29ba,6.375,13.0,41.0,0.0,26.0,2006,1,0,1.8523840910444898,3.258096538021482
949,木夭丑友什65aa29bb,6.123,137.0,1462.0,58.0,22.0,2005,1,0,1.8120521724958174,3.091042453358316
950,木夭丑友什65aa30aa,6.123,401.0,1296.0,236.0,13.0,2004,0,0,1.8120521724958174,2.5649493574615367
951,木夭丑友什65aa30ab,6.123,585.0,2617.0,578.0,14.0,2003,1,0,1.8120521724958174,2.6390573296152584
952,木夭丑友什65aa30ba,5.873,374.0,1108.0,337.0,3.0,2004,1,0,1.7703655765403825,1.0986122886681098
953,木夭丑友什65aa30bb,5.624,188.0,576.0,169.0,14.0,2023,0,0,1.7270431545083638,2.6390573296152584
956,木夭丑友什65aa31ba,4.119,37.0,105.0,30.0,3.0,2009,0,0,1.4156104154539437,1.0986122886681098
957,木夭丑友什65aa31bb,3.42,56.0,140.0,35.0,4.0,2009,0,26,1.2296405510745139,1.3862943611198906
961,木夭丑友什65aa32bb,2.096,78.0,321.0,58.0,2.0,2015,0,0,0.7400307664587957,0.6931471805599453
964,木夭丑友什65aa33ba,1.896,0.0,0.0,0.0,3.0,2012,0,0,0.63974640383283,1.0986122886681098
965,木夭丑友什65aa33bb,1.84,0.0,15.0,0.0,6.0,2014,0,0,0.6097655716208943,1.791759469228055
971,木夭丑友什65aa35ab,1.546,0.0,0.0,0.0,14.0,2023,0,0,0.4356709501652302,2.6390573296152584
972,木夭丑友什65aa35ba,3.724,10.0,9.0,0.0,11.0,2010,0,1,1.3147983594148207,2.3978952727983707
973,木夭丑友什65aa35bb,1.276,48.0,109.0,14.0,51.0,2004,1,0,0.24373018492259815,3.9318256327243257
974,木夭丑友什65aa36aa,1.591,0.0,0.0,0.0,2.0,2013,0,5,0.4643627493556498,0.6931471805599453
975,木夭丑友什65aa36ab,1.591,0.0,7.0,0.0,1.0,2001,0,7,0.4643627493556498,0.0
976,木夭丑友什65aa36ba,1.591,19.0,32.0,11.0,7.0,2009,0,3,0.4643627493556498,1.9459101490553132
977,木夭丑友什65aa36bb,1.178,0.0,0.0,0.0,2.0,2019,0,0,0.16381808522939492,0.6931471805599453
985,木夭丑友什65aa38bb,2.064,0.0,0.0,0.0,5.0,2005,0,2,0.7246458476193163,1.6094379124341003
987,木夭丑友什65aa39ab,2.579,23.0,58.0,12.0,25.0,2004,0,5,0.9474017268992078,3.2188758248682006
988,木夭丑友什65aa39ba,3.229,78.0,135.0,18.0,59.0,2002,2,30,1.1721724917761382,4.07753744390572
989,木夭丑友什65aa39bb,3.091,14.0,36.0,0.0,15.0,2007,0,4,1.1284946631499793,2.70805020110221
990,木夭丑友什65aa40aa,2.499,97.0,176.0,29.0,81.0,2005,4,20,0.9158906518528154,4.394449154672439
993,木夭丑友什65ab26ab,2.341,70.0,198.0,13.0,2.0,2000,0,0,0.8505781885087738,0.6931471805599453
994,木夭丑友什65ab26ba,2.341,6.0,17.0,0.0,10.0,2003,2,0,0.8505781885087738,2.302585092994046
995,木夭丑友什65ab26bb,1.464,59.0,379.0,9.0,12.0,2005,1,3,0.3811724155391198,2.4849066497880004
996,木夭丑友什65ab27aa,1.464,0.0,0.0,0.0,2.0,2000,0,0,0.3811724155391198,0.6931471805599453
997,木夭丑友什65ab27ab,1.563,91.0,166.0,13.0,30.0,1996,1,0,0.44660705143933954,3.4011973816621555
998,木夭丑友什65ab27ba,0.358,191.0,687.0,89.0,58.0,1995,4,1,-1.0272222925814367,4.060443010546419
999,木夭丑友什65ab27bb,0.358,109.0,642.0,29.0,32.0,1999,3,0,-1.0272222925814367,3.4657359027997265
1000,木夭丑友什65ab28aa,0.358,265.0,772.0,97.0,17.0,1995,0,0,-1.0272222925814367,2.833213344056216
1001,木夭丑友什65ab28ab,0.134,506.0,1101.0,179.0,12.0,1994,1,0,-2.0099154790312257,2.4849066497880004
1002,木夭丑友什65ab28ba,0.649,121.0,572.0,185.0,10.0,1999,1,0,-0.43232256227804705,2.302585092994046
1003,木夭丑友什65ab28bb,0.649,134.0,347.0,80.0,2.0,1999,1,0,-0.43232256227804705,0.6931471805599453
1004,木夭丑友什65ab29aa,0.903,116.0,342.0,67.0,7.0,1997,0,0,-0.10203272556515161,1.9459101490553132
1005,木夭丑友什65ab29ab,1.144,69.0,169.0,25.0,2.0,1994,0,0,0.13453089295760606,0.6931471805599453
1006,木夭丑友什65ab29ba,1.144,38.0,169.0,48.0,6.0,2000,2,0,0.13453089295760606,1.791759469228055
1007,木夭丑友什65ab29bb,1.144,24.0,88.0,26.0,5.0,2004,2,0,0.13453089295760606,1.6094379124341003
1008,木夭丑友什65ab30aa,0.401,111.0,315.0,49.0,19.0,1996,1,4,-0.9137938516755678,2.9444389791664403
1010,木夭丑友什65ab30ba,1.59,425.0,998.0,202.0,1.0,1995,0,0,0.4637340162321402,0.0
1011,木夭丑友什65ab30bb,1.59,251.0,564.0,127.0,14.0,2023,0,0,0.4637340162321402,2.6390573296152584
1014,木夭丑友什65ab31ba,2.956,43.0,125.0,28.0,23.0,2010,1,0,1.0838370030859554,3.1354942159291497
1015,木夭丑友什65ab31bb,2.956,68.0,267.0,51.0,43.0,2013,6,13,1.0838370030859554,3.7612001156935624
1016,木夭丑友什65ab32aa,2.956,115.0,609.0,164.0,8.0,2011,1,0,1.0838370030859554,2.0794415416798357
1017,木夭丑友什65ab32ab,2.522,134.0,1152.0,227.0,7.0,2010,0,0,0.9250522375427277,1.9459101490553132
1018,木夭丑友什65ab32ba,2.096,53.0,293.0,74.0,2.0,2012,2,0,0.7400307664587957,0.6931471805599453
1019,木夭丑友什65ab32bb,2.096,141.0,531.0,66.0,9.0,2015,1,0,0.7400307664587957,2.1972245773362196
1020,木夭丑友什65ab33aa,2.096,82.0,386.0,69.0,11.0,2014,1,0,0.7400307664587957,2.3978952727983707
1023,木夭丑友什65ab33bb,1.346,12.0,179.0,0.0,18.0,2016,1,0,0.2971372312225361,2.8903717578961645
1028,木夭丑友什65ab35aa,1.573,0.0,24.0,6.0,9.0,2006,0,1,0.45298462407614076,2.1972245773362196
1029,木夭丑友什65ab35ab,1.573,0.0,8.0,0.0,12.0,2014,0,5,0.45298462407614076,2.4849066497880004
1030,木夭丑友什65ab35ba,1.573,11.0,15.0,0.0,15.0,2006,0,9,0.45298462407614076,2.70805020110221
1031,木夭丑友什65ab35bb,2.014,28.0,63.0,16.0,16.0,2008,1,0,0.7001227942963705,2.772588722239781
1032,木夭丑友什65ab36aa,1.591,0.0,0.0,0.0,14.0,2023,0,3,0.4643627493556498,2.6390573296152584
1033,木夭丑友什65ab36ab,1.591,7.0,6.0,0.0,3.0,2014,0,1,0.4643627493556498,1.0986122886681098
1047,木夭丑友什65ab39bb,2.758,0.0,0.0,0.0,1.0,2013,1,0,1.01450577937111,0.0
1048,木夭丑友什65ab40aa,2.499,6.0,12.0,0.0,9.0,2010,0,2,0.9158906518528154,2.1972245773362196
1052,木夭丑友什65ba26ba,1.387,120.0,461.0,26.0,6.0,2002,0,0,0.32714314133269456,1.791759469228055
1053,木夭丑友什65ba26bb,1.464,91.0,286.0,15.0,5.0,2000,2,6,0.3811724155391198,1.6094379124341003
1054,木夭丑友什65ba27aa,1.464,33.0,40.0,0.0,11.0,1999,0,0,0.3811724155391198,2.3978952727983707
1055,木夭丑友什65ba27ab,1.094,327.0,767.0,79.0,84.0,1996,3,16,0.08984070399978954,4.430816798843313
1056,木夭丑友什65ba27ba,0.844,303.0,1160.0,256.0,106.0,1995,1,5,-0.16960278438617998,4.663439094112067
1057,木夭丑友什65ba27bb,0.844,202.0,617.0,143.0,37.0,1995,2,1,-0.16960278438617998,3.6109179126442243
1058,木夭丑友什65ba28aa,0.844,517.0,1387.0,113.0,21.0,1995,2,0,-0.16960278438617998,3.044522437723423
1059,木夭丑友什65ba28ab,0.987,768.0,1220.0,90.0,17.0,1994,4,0,-0.01308523954865548,2.833213344056216
1060,木夭丑友什65ba28ba,1.652,101.0,278.0,64.0,9.0,1994,0,0,0.5019866750987863,2.1972245773362196
1062,木夭丑友什65ba29aa,1.184,103.0,316.0,38.0,77.0,1996,5,0,0.16889853646181388,4.343805421853684
1063,木夭丑友什65ba29ab,1.184,511.0,1413.0,279.0,35.0,1994,0,0,0.16889853646181388,3.5553480614894135
1064,木夭丑友什65ba29ba,1.184,440.0,1107.0,271.0,17.0,1995,0,0,0.16889853646181388,2.833213344056216
1065,木夭丑友什65ba29bb,1.144,371.0,1617.0,398.0,29.0,1994,3,0,0.13453089295760606,3.367295829986474
1066,木夭丑友什65ba30aa,1.45,206.0,649.0,62.0,151.0,1995,1,40,0.371563556432483,5.017279836814924
1067,木夭丑友什65ba30ab,1.59,137.0,480.0,54.0,101.0,1995,4,22,0.4637340162321402,4.61512051684126
1068,木夭丑友什65ba30ba,1.59,230.0,556.0,97.0,53.0,1995,0,0,0.4637340162321402,3.970291913552122
1069,木夭丑友什65ba30bb,1.59,620.0,1984.0,275.0,16.0,2002,1,0,0.4637340162321402,2.772588722239781
1070,木夭丑友什65ba31aa,1.917,198.0,452.0,59.0,6.0,2000,1,0,0.6507614640635074,1.791759469228055
1072,木夭丑友什65ba31ba,2.624,17.0,96.0,14.0,30.0,2010,3,9,0.9646998710818426,3.4011973816621555
1073,木夭丑友什65ba31bb,2.624,60.0,276.0,63.0,71.0,2010,5,19,0.9646998710818426,4.2626798770413155
1074,木夭丑友什65ba32aa,2.624,58.0,281.0,77.0,20.0,2009,3,1,0.9646998710818426,2.995732273553991
1075,木夭丑友什65ba32ab,1.964,163.0,1004.0,329.0,47.0,2009,1,0,0.6749832099322741,3.8501476017100584
1076,木夭丑友什65ba32ba,1.964,48.0,234.0,82.0,4.0,2010,0,0,0.6749832099322741,1.3862943611198906
1078,木夭丑友什65ba33aa,1.939,0.0,181.0,0.0,12.0,2012,3,0,0.6621723762605147,2.4849066497880004
1079,木夭丑友什65ba33ab,1.637,0.0,162.0,0.0,3.0,2012,1,0,0.49286529838899784,1.0986122886681098
1080,木夭丑友什65ba33ba,1.346,0.0,0.0,0.0,10.0,2011,1,0,0.2971372312225361,2.302585092994046
1082,木夭丑友什65ba34aa,0.476,37.0,185.0,79.0,4.0,2009,0,0,-0.7423374247507171,1.3862943611198906
1083,木夭丑友什65ba34ab,0.476,7.0,60.0,19.0,1.0,2009,0,0,-0.7423374247507171,0.0
1085,木夭丑友什65ba34bb,1.044,0.0,0.0,0.0,5.0,2008,0,8,0.04305948946044701,1.6094379124341003
1086,木夭丑友什65ba35aa,1.573,49.0,99.0,18.0,49.0,2008,0,5,0.45298462407614076,3.8918202981106265
1087,木夭丑友什65ba35ab,1.972,30.0,84.0,11.0,20.0,2008,1,3,0.6790482561804436,2.995732273553991
1088,木夭丑友什65ba35ba,1.972,7.0,11.0,0.0,4.0,2015,0,4,0.6790482561804436,1.3862943611198906
1092,木夭丑友什65ba36ba,1.777,0.0,0.0,0.0,2.0,1970,1,2,0.5749265491725142,0.6931471805599453
1109,木夭丑友什65bb26ab,0.969,328.0,911.0,217.0,18.0,1996,1,0,-0.03149066709137085,2.8903717578961645
1110,木夭丑友什65bb26ba,0.377,428.0,1474.0,370.0,30.0,1996,1,0,-0.9755100915341263,3.4011973816621555
1111,木夭丑友什65bb26bb,0.377,156.0,597.0,139.0,6.0,1996,0,0,-0.9755100915341263,1.791759469228055
1112,木夭丑友什65bb27aa,0.914,91.0,193.0,28.0,13.0,1997,0,0,-0.08992470752798701,2.5649493574615367
1113,木夭丑友什65bb27ab,1.094,596.0,963.0,55.0,22.0,1996,3,0,0.08984070399978954,3.091042453358316
1114,木夭丑友什65bb27ba,1.455,348.0,898.0,236.0,10.0,1995,2,0,0.3750059006234559,2.302585092994046
1115,木夭丑友什65bb27bb,1.508,426.0,1194.0,259.0,20.0,1995,0,0,0.41078426958576436,2.995732273553991
1116,木夭丑友什65bb28aa,1.508,389.0,1211.0,119.0,16.0,1994,0,0,0.41078426958576436,2.772588722239781
1117,木夭丑友什65bb28ab,1.508,225.0,500.0,75.0,9.0,1996,2,0,0.41078426958576436,2.1972245773362196
1120,木夭丑友什65bb29aa,1.184,127.0,526.0,135.0,67.0,1995,1,0,0.16889853646181388,4.204692619390966
1121,木夭丑友什65bb29ab,1.184,161.0,627.0,158.0,32.0,1995,2,0,0.16889853646181388,3.4657359027997265
1122,木夭丑友什65bb29ba,1.184,274.0,1168.0,313.0,33.0,1994,1,0,0.16889853646181388,3.4965075614664802
1123,木夭丑友什65bb29bb,1.153,461.0,1104.0,192.0,25.0,2000,1,0,0.142367241286922,3.2188758248682006
1124,木夭丑友什65bb30aa,1.45,289.0,544.0,36.0,81.0,1995,0,6,0.371563556432483,4.394449154672439
1125,木夭丑友什65bb30ab,1.59,161.0,533.0,40.0,135.0,1995,2,30,0.4637340162321402,4.90527477843843
1126,木夭丑友什65bb30ba,1.59,276.0,1015.0,216.0,43.0,1994,2,4,0.4637340162321402,3.7612001156935624
1127,木夭丑友什65bb30bb,1.59,310.0,961.0,151.0,39.0,1994,0,0,0.4637340162321402,3.6635616461296463
1128,木夭丑友什65bb31aa,1.83,127.0,443.0,25.0,20.0,2001,5,0,0.6043159668533296,2.995732273553991
1129,木夭丑友什65bb31ab,2.987,0.0,9.0,0.0,5.0,2000,0,0,1.0942695392339727,1.6094379124341003
1131,木夭丑友什65bb31bb,2.624,26.0,150.0,23.0,50.0,2010,3,18,0.9646998710818426,3.912023005428146
1132,木夭丑友什65bb32aa,2.624,73.0,258.0,53.0,72.0,2011,10,11,0.9646998710818426,4.276666119016055
1133,木夭丑友什65bb32ab,1.964,510.0,1451.0,411.0,15.0,2010,0,0,0.6749832099322741,2.70805020110221
1134,木夭丑友什65bb32ba,1.964,429.0,1632.0,441.0,13.0,2011,0,0,0.6749832099322741,2.5649493574615367
1135,木夭丑友什65bb32bb,1.964,202.0,1070.0,250.0,13.0,2010,2,0,0.6749832099322741,2.5649493574615367
1136,木夭丑友什65bb33aa,1.452,251.0,1134.0,289.0,18.0,2009,1,0,0.3729419164026043,2.8903717578961645
1137,木夭丑友什65bb33ab,1.346,0.0,0.0,0.0,3.0,2005,2,0,0.2971372312225361,1.0986122886681098
1138,木夭丑友什65bb33ba,1.346,615.0,1390.0,251.0,25.0,2009,1,0,0.2971372312225361,3.2188758248682006
1139,木夭丑友什65bb33bb,1.346,224.0,920.0,237.0,23.0,2009,0,0,0.2971372312225361,3.1354942159291497
1140,木夭丑友什65bb34aa,0.476,107.0,770.0,288.0,18.0,2009,2,2,-0.7423374247507171,2.8903717578961645
1141,木夭丑友什65bb34ab,0.476,100.0,587.0,197.0,10.0,2008,1,0,-0.7423374247507171,2.302585092994046
1142,木夭丑友什65bb34ba,0.476,10.0,14.0,0.0,30.0,2001,1,7,-0.7423374247507171,3.4011973816621555
1144,木夭丑友什65bb35aa,1.875,12.0,52.0,11.0,18.0,2009,1,2,0.6286086594223741,2.8903717578961645
1145,木夭丑友什65bb35ab,1.875,0.0,0.0,0.0,3.0,2002,0,0,0.6286086594223741,1.0986122886681098
1146,木夭丑友什65bb35ba,1.875,22.0,65.0,28.0,21.0,2009,0,7,0.6286086594223741,3.044522437723423
1147,木夭丑友什65bb35bb,1.972,10.0,12.0,0.0,10.0,2005,0,7,0.6790482561804436,2.302585092994046
1166,木夭丑友什66aa26aa,1.437,99.0,389.0,85.0,5.0,1996,0,0,0.3625576070968879,1.6094379124341003
1167,木夭丑友什66aa26ab,0.969,350.0,1269.0,362.0,23.0,1996,0,0,-0.03149066709137085,3.1354942159291497
1168,木夭丑友什66aa26ba,0.377,171.0,649.0,183.0,16.0,1996,4,0,-0.9755100915341263,2.772588722239781
1169,木夭丑友什66aa26bb,1.099,235.0,993.0,292.0,12.0,1995,0,0,0.0944006754214843,2.4849066497880004
1170,木夭丑友什66aa27aa,1.099,110.0,248.0,31.0,20.0,1995,0,0,0.0944006754214843,2.995732273553991
1171,木夭丑友什66aa27ab,1.099,265.0,772.0,86.0,28.0,1995,2,0,0.0944006754214843,3.332204510175204
1172,木夭丑友什66aa27ba,1.455,275.0,1267.0,254.0,16.0,1996,0,0,0.3750059006234559,2.772588722239781
1173,木夭丑友什66aa27bb,1.508,259.0,1061.0,232.0,17.0,1995,1,0,0.41078426958576436,2.833213344056216
1174,木夭丑友什66aa28aa,1.508,227.0,544.0,105.0,23.0,1994,1,0,0.41078426958576436,3.1354942159291497
1175,木夭丑友什66aa28ab,1.508,26.0,69.0,6.0,5.0,1994,0,0,0.41078426958576436,1.6094379124341003
1177,木夭丑友什66aa28bb,1.724,176.0,133.0,0.0,4.0,2003,0,0,0.5446471722415014,1.3862943611198906
1178,木夭丑友什66aa29aa,1.184,348.0,1174.0,289.0,21.0,1994,2,0,0.16889853646181388,3.044522437723423
1179,木夭丑友什66aa29ab,1.184,375.0,1202.0,245.0,30.0,1994,0,0,0.16889853646181388,3.4011973816621555
1180,木夭丑友什66aa29ba,1.184,433.0,1561.0,237.0,19.0,1994,1,0,0.16889853646181388,2.9444389791664403
1181,木夭丑友什66aa29bb,1.153,465.0,995.0,97.0,17.0,1995,1,0,0.142367241286922,2.833213344056216
1182,木夭丑友什66aa30aa,1.45,394.0,875.0,92.0,9.0,1994,5,0,0.371563556432483,2.1972245773362196
1183,木夭丑友什66aa30ab,1.543,262.0,1124.0,360.0,12.0,1992,1,0,0.4337285733810237,2.4849066497880004
1184,木夭丑友什66aa30ba,1.543,349.0,1203.0,314.0,21.0,1992,1,0,0.4337285733810237,3.044522437723423
1185,木夭丑友什66aa30bb,2.296,306.0,937.0,281.0,11.0,1993,3,0,0.8311684784573199,2.3978952727983707
1186,木夭丑友什66aa31aa,1.72,273.0,1011.0,240.0,16.0,1997,0,0,0.5423242908253617,2.772588722239781
