,gid,pa,ep,fp,yp,nb,year,cctv,light,log_pa,log_nb
1505,木夭丑友什67ab37ba,0.198,647.0,1066.0,96.0,488.0,1989,5,82,-1.6194882482876019,6.1903154058531475
1506,木夭丑友什67ab37bb,0.447,587.0,1117.0,118.0,342.0,1989,7,58,-0.8051966843685682,5.834810737062605
1507,木夭丑友什67ab38aa,0.447,402.0,736.0,68.0,254.0,1988,4,45,-0.8051966843685682,5.537334267018537
1508,木夭丑友什67ab38ab,0.606,452.0,898.0,132.0,224.0,1990,6,42,-0.5008752929128226,5.4116460518550396
1509,木夭丑友什67ab38ba,0.606,724.0,1456.0,130.0,570.0,1989,4,84,-0.5008752929128226,6.345636360828596
1510,木夭丑友什67ab38bb,0.907,389.0,953.0,114.0,309.0,1989,3,48,-0.09761282886700041,5.733341276897746
1512,木夭丑友什67ab39ab,0.207,40.0,138.0,14.0,14.0,2004,2,1,-1.575036485716768,2.6390573296152584
1513,木夭丑友什67ab39ba,0.207,123.0,406.0,41.0,49.0,2003,1,4,-1.575036485716768,3.8918202981106265
1516,木夭丑友什67ab40ab,1.674,26.0,85.0,21.0,18.0,2001,1,2,0.5152159720672835,2.8903717578961645
1517,木夭丑友什67ab40ba,1.67,44.0,123.0,16.0,16.0,2004,1,1,0.5128236264286637,2.772588722239781
1518,木夭丑友什67ab40bb,2.316,59.0,206.0,22.0,31.0,2005,1,1,0.8398415597107487,3.4339872044851463
1534,木夭丑友什67ba29bb,1.362,10.0,24.0,8.0,5.0,1990,1,0,0.3089542077273207,1.6094379124341003
1535,木夭丑友什67ba30aa,1.373,116.0,283.0,58.0,37.0,2001,2,0,0.316998126785834,3.6109179126442243
1536,木夭丑友什67ba30ab,1.373,241.0,759.0,207.0,16.0,1995,1,0,0.316998126785834,2.772588722239781
1537,木夭丑友什67ba30ba,1.373,235.0,855.0,216.0,21.0,1992,3,0,0.316998126785834,3.044522437723423
1538,木夭丑友什67ba30bb,1.394,256.0,771.0,128.0,25.0,1994,3,0,0.3321773123383321,3.2188758248682006
1539,木夭丑友什67ba31aa,1.394,249.0,1022.0,293.0,20.0,1991,1,0,0.3321773123383321,2.995732273553991
1540,木夭丑友什67ba31ab,1.141,73.0,274.0,75.0,6.0,1998,0,0,0.1319050708799386,1.791759469228055
1541,木夭丑友什67ba31ba,1.604,10.0,18.0,0.0,7.0,1999,1,0,0.4725005094443228,1.9459101490553132
1542,木夭丑友什67ba31bb,1.836,97.0,350.0,58.0,48.0,2004,1,13,0.6075892921982987,3.871201010907891
1543,木夭丑友什67ba32aa,2.58,8.0,15.0,0.0,2.0,2002,0,0,0.9477893989335261,0.6931471805599453
1544,木夭丑友什67ba32ab,2.92,62.0,144.0,15.0,21.0,2002,0,4,1.0715836162801904,3.044522437723423
1545,木夭丑友什67ba32ba,2.92,143.0,373.0,46.0,30.0,2002,2,17,1.0715836162801904,3.4011973816621555
1546,木夭丑友什67ba32bb,2.97,42.0,91.0,20.0,12.0,2004,1,8,1.0885619528146082,2.4849066497880004
1547,木夭丑友什67ba33aa,2.97,80.0,266.0,42.0,48.0,2004,2,17,1.0885619528146082,3.871201010907891
1548,木夭丑友什67ba33ab,2.136,41.0,113.0,13.0,23.0,2002,2,14,0.7589349210979485,3.1354942159291497
1551,木夭丑友什67ba34aa,1.414,11.0,34.0,0.0,6.0,2003,0,2,0.34642256747438094,1.791759469228055
1552,木夭丑友什67ba34ab,0.892,277.0,756.0,119.0,20.0,1996,0,1,-0.11428914640212766,2.995732273553991
1553,木夭丑友什67ba34ba,0.892,250.0,617.0,89.0,74.0,1995,1,18,-0.11428914640212766,4.30406509320417
1554,木夭丑友什67ba34bb,0.892,130.0,472.0,60.0,112.0,1996,1,8,-0.11428914640212766,4.718498871295094
1555,木夭丑友什67ba35aa,1.772,553.0,1569.0,341.0,20.0,1994,0,0,0.5721088521828892,2.995732273553991
1556,木夭丑友什67ba35ab,1.772,399.0,1284.0,308.0,23.0,2003,0,0,0.5721088521828892,3.1354942159291497
1557,木夭丑友什67ba35ba,1.293,126.0,787.0,296.0,35.0,2012,3,0,0.2569650997897204,3.5553480614894135
1558,木夭丑友什67ba35bb,14.277,14.0,88.0,30.0,17.0,2012,0,0,2.658649850807083,2.833213344056216
1561,木夭丑友什67ba36ba,2.772,140.0,313.0,23.0,49.0,1998,1,10,1.0195690813276568,3.8918202981106265
1562,木夭丑友什67ba36bb,1.485,756.0,1458.0,120.0,259.0,1995,2,64,0.395414772254663,5.556828061699537
1563,木夭丑友什67ba37aa,1.203,785.0,1467.0,138.0,162.0,1995,0,49,0.18481843699254188,5.087596335232384
1564,木夭丑友什67ba37ab,1.04,242.0,693.0,66.0,163.0,1991,2,30,0.03922071315328133,5.093750200806762
1565,木夭丑友什67ba37ba,0.361,614.0,1203.0,129.0,470.0,1989,5,79,-1.018877320649256,6.152732694704104
1566,木夭丑友什67ba37bb,0.327,738.0,1114.0,68.0,587.0,1986,5,83,-1.1177951080848836,6.375024819828097
1567,木夭丑友什67ba38aa,0.362,395.0,723.0,71.0,176.0,1988,5,36,-1.016111067156366,5.170483995038151
1568,木夭丑友什67ba38ab,0.642,390.0,951.0,160.0,160.0,1993,5,45,-0.44316697529217586,5.075173815233827
1569,木夭丑友什67ba38ba,0.642,593.0,1127.0,125.0,349.0,1988,4,64,-0.44316697529217586,5.855071922202427
1570,木夭丑友什67ba38bb,1.274,637.0,1291.0,158.0,537.0,1988,3,45,0.24216155714997162,6.285998094508865
1571,木夭丑友什67ba39aa,1.322,126.0,711.0,209.0,51.0,2005,1,3,0.2791457414294946,3.9318256327243257
1575,木夭丑友什67ba40aa,1.469,0.0,0.0,0.0,6.0,2006,1,1,0.3845818971917403,1.791759469228055
1580,木夭丑友什67ba41ab,1.083,56.0,207.0,22.0,1.0,2017,0,0,0.07973496801885352,0.0
1581,木夭丑友什67ba41ba,1.083,684.0,1444.0,122.0,23.0,2017,0,0,0.07973496801885352,3.1354942159291497
1590,木夭丑友什67bb29bb,1.362,47.0,118.0,27.0,13.0,1999,0,0,0.3089542077273207,2.5649493574615367
1591,木夭丑友什67bb30aa,1.75,201.0,561.0,119.0,17.0,1996,0,0,0.5596157879354227,2.833213344056216
1592,木夭丑友什67bb30ab,1.75,426.0,1604.0,383.0,35.0,1994,2,0,0.5596157879354227,3.5553480614894135
1593,木夭丑友什67bb30ba,1.75,167.0,636.0,193.0,22.0,1997,0,0,0.5596157879354227,3.091042453358316
1594,木夭丑友什67bb30bb,1.394,289.0,1014.0,226.0,21.0,1992,0,0,0.3321773123383321,3.044522437723423
1595,木夭丑友什67bb31aa,1.394,123.0,426.0,71.0,38.0,1998,1,15,0.3321773123383321,3.6375861597263857
1596,木夭丑友什67bb31ab,1.353,0.0,6.0,0.0,3.0,1996,0,0,0.302324349188651,1.0986122886681098
1597,木夭丑友什67bb31ba,1.604,16.0,18.0,0.0,21.0,2001,1,4,0.4725005094443228,3.044522437723423
1598,木夭丑友什67bb31bb,1.604,66.0,155.0,32.0,33.0,2004,1,12,0.4725005094443228,3.4965075614664802
1600,木夭丑友什67bb32ab,2.873,61.0,192.0,36.0,22.0,2007,1,21,1.0553567799971526,3.091042453358316
1603,木夭丑友什67bb33aa,2.97,0.0,6.0,0.0,2.0,2006,0,1,1.0885619528146082,0.6931471805599453
1604,木夭丑友什67bb33ab,2.433,17.0,55.0,11.0,11.0,2007,0,5,0.8891250638013855,2.3978952727983707
1607,木夭丑友什67bb34aa,1.873,55.0,163.0,27.0,31.0,2006,1,12,0.6275414234619514,3.4339872044851463
1608,木夭丑友什67bb34ab,0.892,120.0,376.0,49.0,32.0,2003,3,15,-0.11428914640212766,3.4657359027997265
1609,木夭丑友什67bb34ba,0.892,212.0,713.0,88.0,105.0,1996,0,26,-0.11428914640212766,4.653960350157523
1610,木夭丑友什67bb34bb,0.892,198.0,698.0,118.0,117.0,1996,2,19,-0.11428914640212766,4.762173934797756
1611,木夭丑友什67bb35aa,1.772,351.0,1147.0,286.0,19.0,1994,2,0,0.5721088521828892,2.9444389791664403
1612,木夭丑友什67bb35ab,1.772,136.0,499.0,123.0,37.0,2015,0,0,0.5721088521828892,3.6109179126442243
1613,木夭丑友什67bb35ba,1.602,258.0,1206.0,456.0,15.0,2014,0,0,0.4712528486461675,2.70805020110221
1614,木夭丑友什67bb35bb,14.277,30.0,119.0,42.0,16.0,2015,0,2,2.658649850807083,2.772588722239781
1617,木夭丑友什67bb36ba,1.462,153.0,516.0,83.0,52.0,1997,3,19,0.37980536132758674,3.9512437185814275
1618,木夭丑友什67bb36bb,1.462,364.0,868.0,146.0,102.0,1995,2,26,0.37980536132758674,4.624972813284271
1619,木夭丑友什67bb37aa,0.564,71.0,186.0,21.0,12.0,2000,1,3,-0.5727010274840783,2.4849066497880004
1620,木夭丑友什67bb37ab,0.564,147.0,523.0,44.0,95.0,1993,1,16,-0.5727010274840783,4.553876891600541
1621,木夭丑友什67bb37ba,0.261,732.0,1374.0,112.0,587.0,1990,6,87,-1.3432348716594436,6.375024819828097
1622,木夭丑友什67bb37bb,0.327,763.0,1401.0,124.0,611.0,1989,5,108,-1.1177951080848836,6.415096959171596
1623,木夭丑友什67bb38aa,0.362,309.0,772.0,90.0,223.0,1987,5,63,-1.016111067156366,5.407171771460119
1624,木夭丑友什67bb38ab,0.642,574.0,1310.0,148.0,205.0,1992,4,34,-0.44316697529217586,5.3230099791384085
1625,木夭丑友什67bb38ba,0.642,603.0,1505.0,203.0,236.0,1992,5,41,-0.44316697529217586,5.4638318050256105
1626,木夭丑友什67bb38bb,0.642,738.0,1423.0,119.0,646.0,1988,4,82,-0.44316697529217586,6.470799503782602
1627,木夭丑友什67bb39aa,1.628,204.0,485.0,45.0,228.0,1989,2,27,0.4873522675803485,5.429345628954441
1628,木夭丑友什67bb39ab,1.08,0.0,0.0,0.0,1.0,1978,0,6,0.0769610411361284,0.0
1631,木夭丑友什67bb40aa,1.469,0.0,0.0,0.0,18.0,2003,0,8,0.3845818971917403,2.8903717578961645
1632,木夭丑友什67bb40ab,1.469,0.0,0.0,0.0,4.0,2012,1,7,0.3845818971917403,1.3862943611198906
1633,木夭丑友什67bb40ba,1.805,10.0,10.0,0.0,14.0,2000,2,4,0.5905605917848442,2.6390573296152584
1634,木夭丑友什67bb40bb,1.793,66.0,254.0,72.0,49.0,2015,0,3,0.5838901946229957,3.8918202981106265
1635,木夭丑友什67bb41aa,1.793,81.0,262.0,68.0,16.0,2015,0,1,0.5838901946229957,2.772588722239781
1636,木夭丑友什67bb41ab,1.083,48.0,194.0,58.0,4.0,2016,0,0,0.07973496801885352,1.3862943611198906
1637,木夭丑友什67bb41ba,1.083,533.0,1079.0,209.0,7.0,2017,0,0,0.07973496801885352,1.9459101490553132
1640,木夭丑友什68aa29ba,2.043,78.0,216.0,25.0,30.0,1997,1,11,0.7144193158354851,3.4011973816621555
1641,木夭丑友什68aa29bb,1.362,83.0,234.0,30.0,29.0,1998,0,6,0.3089542077273207,3.367295829986474
1642,木夭丑友什68aa30aa,1.75,430.0,1033.0,160.0,27.0,1993,1,0,0.5596157879354227,3.295836866004329
1643,木夭丑友什68aa30ab,1.75,148.0,358.0,48.0,13.0,1995,2,0,0.5596157879354227,2.5649493574615367
1644,木夭丑友什68aa30ba,1.75,72.0,294.0,73.0,23.0,1997,2,0,0.5596157879354227,3.1354942159291497
1645,木夭丑友什68aa30bb,1.937,172.0,640.0,113.0,73.0,1997,5,31,0.6611403844248589,4.290459441148391
1646,木夭丑友什68aa31aa,1.937,72.0,245.0,45.0,41.0,1998,2,11,0.6611403844248589,3.713572066704308
1648,木夭丑友什68aa31ba,2.295,35.0,94.0,20.0,13.0,2003,0,1,0.8307328435125084,2.5649493574615367
1649,木夭丑友什68aa31bb,2.295,33.0,107.0,28.0,13.0,2007,0,3,0.8307328435125084,2.5649493574615367
1658,木夭丑友什68aa34aa,1.844,37.0,155.0,25.0,20.0,2000,1,4,0.6119371251344021,2.995732273553991
1659,木夭丑友什68aa34ab,1.844,673.0,756.0,36.0,33.0,2003,1,13,0.6119371251344021,3.4965075614664802
1660,木夭丑友什68aa34ba,1.844,285.0,849.0,163.0,49.0,1995,0,0,0.6119371251344021,3.8918202981106265
1661,木夭丑友什68aa34bb,1.119,188.0,609.0,105.0,44.0,1995,0,0,0.11243542932978817,3.784189633918261
1662,木夭丑友什68aa35aa,1.576,171.0,527.0,89.0,12.0,1993,5,0,0.4548899914356874,2.4849066497880004
1668,木夭丑友什68aa36ba,1.462,315.0,803.0,119.0,51.0,1991,0,9,0.37980536132758674,3.9318256327243257
1669,木夭丑友什68aa36bb,1.462,172.0,423.0,94.0,17.0,1992,1,2,0.37980536132758674,2.833213344056216
1670,木夭丑友什68aa37aa,0.564,238.0,540.0,67.0,85.0,1991,1,21,-0.5727010274840783,4.442651256490317
1671,木夭丑友什68aa37ab,0.564,428.0,1950.0,280.0,114.0,1995,1,21,-0.5727010274840783,4.736198448394496
1672,木夭丑友什68aa37ba,0.387,296.0,751.0,76.0,177.0,1991,3,43,-0.9493305859523552,5.176149732573829
1673,木夭丑友什68aa37bb,0.387,629.0,1344.0,121.0,561.0,1989,6,109,-0.9493305859523552,6.329720905522696
1674,木夭丑友什68aa38aa,0.362,656.0,1286.0,131.0,534.0,1988,5,196,-1.016111067156366,6.280395838960195
1675,木夭丑友什68aa38ab,0.642,158.0,381.0,48.0,83.0,1991,5,14,-0.44316697529217586,4.418840607796598
1676,木夭丑友什68aa38ba,0.642,526.0,1300.0,204.0,183.0,1993,6,41,-0.44316697529217586,5.209486152841421
1677,木夭丑友什68aa38bb,0.642,591.0,1244.0,146.0,531.0,1988,8,82,-0.44316697529217586,6.274762021241939
1678,木夭丑友什68aa39aa,0.827,451.0,1039.0,93.0,436.0,1989,6,88,-0.1899505839584458,6.077642243349034
1682,木夭丑友什68aa40aa,1.469,28.0,27.0,0.0,14.0,2004,0,3,0.3845818971917403,2.6390573296152584
1683,木夭丑友什68aa40ab,1.42,0.0,0.0,0.0,7.0,2001,1,4,0.35065687161316933,1.9459101490553132
1684,木夭丑友什68aa40ba,1.805,32.0,526.0,28.0,12.0,2016,0,1,0.5905605917848442,2.4849066497880004
1685,木夭丑友什68aa40bb,1.899,167.0,766.0,214.0,98.0,2015,0,2,0.6413274318301488,4.584967478670572
1686,木夭丑友什68aa41aa,1.899,66.0,278.0,79.0,38.0,2016,0,0,0.6413274318301488,3.6375861597263857
1687,木夭丑友什68aa41ab,1.899,149.0,782.0,268.0,20.0,2016,0,0,0.6413274318301488,2.995732273553991
1688,木夭丑友什68aa41ba,1.255,204.0,1163.0,495.0,36.0,2017,0,0,0.22713557258374711,3.58351893845611
1692,木夭丑友什68ab29ba,2.043,76.0,236.0,25.0,35.0,1997,2,13,0.7144193158354851,3.5553480614894135
1693,木夭丑友什68ab29bb,2.342,276.0,932.0,123.0,140.0,1997,4,21,0.8510052651755257,4.941642422609304
1694,木夭丑友什68ab30aa,1.75,249.0,480.0,63.0,19.0,1998,2,0,0.5596157879354227,2.9444389791664403
1695,木夭丑友什68ab30ab,1.75,381.0,986.0,231.0,9.0,1993,2,0,0.5596157879354227,2.1972245773362196
1696,木夭丑友什68ab30ba,1.75,156.0,546.0,98.0,48.0,1995,4,3,0.5596157879354227,3.871201010907891
1697,木夭丑友什68ab30bb,1.937,74.0,245.0,24.0,40.0,1997,1,14,0.6611403844248589,3.6888794541139363
1698,木夭丑友什68ab31aa,1.937,9.0,19.0,0.0,3.0,2002,0,1,0.6611403844248589,1.0986122886681098
1700,木夭丑友什68ab31ba,2.295,0.0,0.0,0.0,4.0,2004,0,0,0.8307328435125084,1.3862943611198906
1710,木夭丑友什68ab34aa,1.844,57.0,174.0,56.0,8.0,2000,1,1,0.6119371251344021,2.0794415416798357
1711,木夭丑友什68ab34ab,1.844,433.0,838.0,134.0,17.0,1995,1,0,0.6119371251344021,2.833213344056216
1712,木夭丑友什68ab34ba,1.844,113.0,529.0,130.0,12.0,2003,1,0,0.6119371251344021,2.4849066497880004
1713,木夭丑友什68ab34bb,1.425,185.0,898.0,184.0,12.0,1995,0,0,0.3541718137206139,2.4849066497880004
1714,木夭丑友什68ab35aa,1.441,153.0,449.0,76.0,9.0,1994,0,0,0.3653373170173851,2.1972245773362196
1719,木夭丑友什68ab36ab,1.462,0.0,0.0,0.0,3.0,1994,0,3,0.37980536132758674,1.0986122886681098
1720,木夭丑友什68ab36ba,1.462,150.0,343.0,51.0,57.0,1994,5,37,0.37980536132758674,4.04305126783455
1721,木夭丑友什68ab36bb,1.462,0.0,0.0,0.0,7.0,1992,2,1,0.37980536132758674,1.9459101490553132
1722,木夭丑友什68ab37aa,0.947,238.0,507.0,57.0,98.0,1990,3,23,-0.054456185796058855,4.584967478670572
1723,木夭丑友什68ab37ab,0.564,414.0,1077.0,177.0,170.0,1992,4,36,-0.5727010274840783,5.135798437050262
1724,木夭丑友什68ab37ba,0.837,214.0,517.0,97.0,93.0,1991,2,33,-0.17793120849266178,4.532599493153256
1725,木夭丑友什68ab37bb,0.837,517.0,954.0,66.0,380.0,1989,3,110,-0.17793120849266178,5.940171252720432
1726,木夭丑友什68ab38aa,0.837,717.0,1573.0,228.0,489.0,1989,7,148,-0.17793120849266178,6.192362489474872
1727,木夭丑友什68ab38ab,0.624,304.0,968.0,197.0,116.0,1989,4,31,-0.47160491061270937,4.7535901911063645
1728,木夭丑友什68ab38ba,0.624,562.0,1391.0,232.0,199.0,1988,6,52,-0.47160491061270937,5.293304824724492
1729,木夭丑友什68ab38bb,0.376,500.0,1110.0,145.0,269.0,1990,7,51,-0.9781661355922425,5.594711379601839
1730,木夭丑友什68ab39aa,0.827,67.0,135.0,6.0,63.0,1991,1,18,-0.1899505839584458,4.143134726391533
1735,木夭丑友什68ab40ab,1.42,0.0,0.0,0.0,12.0,2008,2,4,0.35065687161316933,2.4849066497880004
1736,木夭丑友什68ab40ba,1.805,52.0,501.0,41.0,3.0,2016,0,0,0.5905605917848442,1.0986122886681098
1737,木夭丑友什68ab40bb,1.899,81.0,465.0,168.0,26.0,2017,0,0,0.6413274318301488,3.258096538021482
1738,木夭丑友什68ab41aa,1.899,35.0,175.0,55.0,8.0,2017,0,0,0.6413274318301488,2.0794415416798357
1739,木夭丑友什68ab41ab,1.899,316.0,984.0,262.0,61.0,2016,0,0,0.6413274318301488,4.110873864173311
1740,木夭丑友什68ab41ba,0.518,40.0,250.0,50.0,7.0,2016,0,0,-0.657780036722654,1.9459101490553132
1745,木夭丑友什68ba29bb,2.342,109.0,410.0,47.0,60.0,1998,3,12,0.8510052651755257,4.0943445622221
1746,木夭丑友什68ba30aa,2.342,281.0,779.0,130.0,109.0,1997,6,28,0.8510052651755257,4.6913478822291435
1747,木夭丑友什68ba30ab,2.342,147.0,505.0,110.0,44.0,1996,3,6,0.8510052651755257,3.784189633918261
1748,木夭丑友什68ba30ba,1.977,90.0,313.0,43.0,46.0,1998,1,6,0.6815805441884799,3.828641396489095
1749,木夭丑友什68ba30bb,1.977,119.0,350.0,55.0,54.0,1997,2,4,0.6815805441884799,3.9889840465642745
1762,木夭丑友什68ba34aa,1.844,146.0,392.0,78.0,17.0,1994,2,16,0.6119371251344021,2.833213344056216
1763,木夭丑友什68ba34ab,1.844,192.0,570.0,109.0,37.0,1997,2,0,0.6119371251344021,3.6109179126442243
1764,木夭丑友什68ba34ba,1.844,33.0,44.0,9.0,8.0,1998,0,0,0.6119371251344021,2.0794415416798357
1765,木夭丑友什68ba34bb,2.309,234.0,611.0,102.0,11.0,2003,1,0,0.8368145303723584,2.3978952727983707
1766,木夭丑友什68ba35aa,1.441,32.0,150.0,53.0,2.0,2010,0,0,0.3653373170173851,0.6931471805599453
1771,木夭丑友什68ba36ab,1.643,66.0,188.0,28.0,31.0,1996,0,12,0.49652383905513103,3.4339872044851463
1772,木夭丑友什68ba36ba,1.643,130.0,322.0,51.0,78.0,1994,1,19,0.49652383905513103,4.356708826689592
1773,木夭丑友什68ba36bb,1.104,234.0,766.0,200.0,49.0,1996,1,13,0.09893994785490365,3.8918202981106265
1775,木夭丑友什68ba37ab,0.803,73.0,167.0,24.0,14.0,1998,0,4,-0.21940056503537533,2.6390573296152584
1776,木夭丑友什68ba37ba,1.139,342.0,814.0,137.0,165.0,1990,5,82,0.1301506844650451,5.10594547390058
1777,木夭丑友什68ba37bb,1.139,42.0,84.0,0.0,195.0,1987,4,37,0.1301506844650451,5.272999558563747
1778,木夭丑友什68ba38aa,1.139,530.0,1019.0,85.0,459.0,1986,4,64,0.1301506844650451,6.129050210060545
1779,木夭丑友什68ba38ab,0.75,751.0,1435.0,128.0,566.0,1988,8,92,-0.2876820724517809,6.338594078203183
1780,木夭丑友什68ba38ba,0.75,141.0,390.0,72.0,67.0,1993,3,40,-0.2876820724517809,4.204692619390966
1781,木夭丑友什68ba38bb,0.75,344.0,950.0,177.0,96.0,1994,5,63,-0.2876820724517809,4.564348191467836
1782,木夭丑友什68ba39aa,0.37,49.0,151.0,41.0,9.0,1997,2,5,-0.9942522733438669,2.1972245773362196
1783,木夭丑友什68ba39ab,1.149,525.0,1888.0,472.0,22.0,2020,0,0,0.13889199886661865,3.091042453358316
1784,木夭丑友什68ba39ba,1.299,142.0,556.0,154.0,3.0,2020,0,0,0.2615947376884624,1.0986122886681098
1786,木夭丑友什68ba40aa,1.32,13.0,28.0,13.0,13.0,2002,0,9,0.27763173659827955,2.5649493574615367
1787,木夭丑友什68ba40ab,1.32,223.0,681.0,148.0,26.0,2019,0,0,0.27763173659827955,3.258096538021482
1788,木夭丑友什68ba40ba,1.32,203.0,647.0,150.0,32.0,2015,0,0,0.27763173659827955,3.4657359027997265
1789,木夭丑友什68ba40bb,1.899,237.0,1528.0,638.0,13.0,2015,0,0,0.6413274318301488,2.5649493574615367
1790,木夭丑友什68ba41aa,1.899,57.0,382.0,170.0,4.0,2015,0,1,0.6413274318301488,1.3862943611198906
1791,木夭丑友什68ba41ab,1.899,491.0,984.0,90.0,10.0,2015,0,0,0.6413274318301488,2.302585092994046
1792,木夭丑友什68ba41ba,0.518,923.0,1582.0,113.0,10.0,2016,0,0,-0.657780036722654,2.302585092994046
1797,木夭丑友什68bb30aa,2.342,41.0,157.0,13.0,28.0,1997,2,7,0.8510052651755257,3.332204510175204
1798,木夭丑友什68bb30ab,3.045,77.0,204.0,20.0,12.0,1995,0,0,1.1135009011618604,2.4849066497880004
1803,木夭丑友什68bb31ba,2.315,0.0,0.0,0.0,9.0,1996,0,2,0.8394096875381973,2.1972245773362196
1804,木夭丑友什68bb31bb,3.28,29.0,104.0,21.0,20.0,2012,0,3,1.1878434223960523,2.995732273553991
1813,木夭丑友什68bb34aa,2.013,130.0,473.0,131.0,22.0,1995,1,0,0.6996261466576544,3.091042453358316
1814,木夭丑友什68bb34ab,2.013,197.0,560.0,106.0,27.0,1994,2,0,0.6996261466576544,3.295836866004329
1815,木夭丑友什68bb34ba,2.013,12.0,18.0,0.0,8.0,1994,0,0,0.6996261466576544,2.0794415416798357
1816,木夭丑友什68bb34bb,2.309,158.0,453.0,123.0,7.0,2004,0,0,0.8368145303723584,1.9459101490553132
1817,木夭丑友什68bb35aa,1.441,182.0,797.0,226.0,53.0,2009,1,0,0.3653373170173851,3.970291913552122
1822,木夭丑友什68bb36ab,1.643,108.0,260.0,28.0,31.0,1998,1,14,0.49652383905513103,3.4339872044851463
1823,木夭丑友什68bb36ba,1.643,298.0,696.0,104.0,87.0,1994,5,22,0.49652383905513103,4.465908118654584
1824,木夭丑友什68bb36bb,1.104,254.0,480.0,51.0,117.0,1989,3,22,0.09893994785490365,4.762173934797756
1826,木夭丑友什68bb37ab,2.016,212.0,747.0,217.0,36.0,2000,0,2,0.7011153502091222,3.58351893845611
1827,木夭丑友什68bb37ba,1.383,142.0,590.0,182.0,14.0,2013,4,71,0.32425505268262117,2.6390573296152584
1828,木夭丑友什68bb37bb,1.383,13.0,22.0,0.0,213.0,1988,2,83,0.32425505268262117,5.3612921657094255
1829,木夭丑友什68bb38aa,1.383,271.0,754.0,80.0,185.0,1991,3,20,0.32425505268262117,5.220355825078324
1830,木夭丑友什68bb38ab,1.027,611.0,1242.0,128.0,308.0,1989,3,47,0.026641930946421092,5.730099782973574
1831,木夭丑友什68bb38ba,0.75,36.0,83.0,16.0,3.0,2001,3,57,-0.2876820724517809,1.0986122886681098
1833,木夭丑友什68bb39aa,0.458,269.0,871.0,192.0,27.0,2000,1,45,-0.780886094867952,3.295836866004329
1834,木夭丑友什68bb39ab,0.458,563.0,2019.0,531.0,14.0,2020,0,0,-0.780886094867952,2.6390573296152584
1835,木夭丑友什68bb39ba,1.299,212.0,692.0,166.0,6.0,2020,0,0,0.2615947376884624,1.791759469228055
1838,木夭丑友什68bb40ab,1.32,22.0,76.0,16.0,1.0,2019,0,0,0.27763173659827955,0.0
1839,木夭丑友什68bb40ba,1.32,26.0,140.0,40.0,60.0,2017,0,0,0.27763173659827955,4.0943445622221
1840,木夭丑友什68bb40bb,0.453,105.0,903.0,476.0,58.0,2017,0,0,-0.791863153499103,4.060443010546419
1841,木夭丑友什68bb41aa,0.453,53.0,404.0,182.0,31.0,2016,0,0,-0.791863153499103,3.4339872044851463
