,gid,pa,ep,fp,yp,nb,year,cctv,light,log_pa,log_nb
1845,木夭丑友什69aa29ab,3.73,0.0,0.0,0.0,1.0,1993,0,0,1.3164082336557241,0.0
1851,木夭丑友什69aa30bb,2.788,0.0,0.0,0.0,1.0,1970,0,0,1.0253244928982774,0.0
1853,木夭丑友什69aa31ab,2.678,0.0,0.0,0.0,7.0,1999,1,0,0.9850702472689807,1.9459101490553132
1854,木夭丑友什69aa31ba,2.678,56.0,143.0,42.0,54.0,1999,5,8,0.9850702472689807,3.9889840465642745
1855,木夭丑友什69aa31bb,3.37,0.0,0.0,0.0,2.0,2007,0,0,1.2149127443642704,0.6931471805599453
1856,木夭丑友什69aa32aa,3.37,0.0,57.0,30.0,14.0,2023,0,0,1.2149127443642704,2.6390573296152584
1857,木夭丑友什69aa32ab,3.37,13.0,145.0,54.0,14.0,2023,0,0,1.2149127443642704,2.6390573296152584
1863,木夭丑友什69aa33bb,3.524,0.0,7.0,0.0,6.0,1994,0,0,1.259596708073933,1.791759469228055
1864,木夭丑友什69aa34aa,2.715,0.0,17.0,0.0,13.0,2005,0,0,0.9987919533858987,2.5649493574615367
1865,木夭丑友什69aa34ab,2.715,102.0,269.0,46.0,20.0,1994,0,0,0.9987919533858987,2.995732273553991
1866,木夭丑友什69aa34ba,2.715,16.0,34.0,0.0,1.0,1994,0,0,0.9987919533858987,0.0
1867,木夭丑友什69aa34bb,2.309,246.0,503.0,43.0,4.0,2008,0,0,0.8368145303723584,1.3862943611198906
1868,木夭丑友什69aa35aa,0.249,135.0,377.0,47.0,50.0,2009,5,0,-1.3903023825174294,3.912023005428146
1869,木夭丑友什69aa35ab,0.249,66.0,244.0,45.0,47.0,2009,2,0,-1.3903023825174294,3.8501476017100584
1870,木夭丑友什69aa35ba,0.249,0.0,0.0,0.0,5.0,2012,1,0,-1.3903023825174294,1.6094379124341003
1873,木夭丑友什69aa36ab,1.643,56.0,90.0,12.0,9.0,1996,1,5,0.49652383905513103,2.1972245773362196
1874,木夭丑友什69aa36ba,1.643,704.0,1915.0,403.0,73.0,1994,3,15,0.49652383905513103,4.290459441148391
1875,木夭丑友什69aa36bb,1.104,188.0,453.0,82.0,78.0,1993,3,18,0.09893994785490365,4.356708826689592
1876,木夭丑友什69aa37aa,0.929,222.0,700.0,181.0,21.0,1998,1,8,-0.07364654016829848,3.044522437723423
1877,木夭丑友什69aa37ab,2.016,26.0,101.0,29.0,1.0,2012,1,6,0.7011153502091222,0.0
1878,木夭丑友什69aa37ba,1.383,73.0,341.0,114.0,17.0,2012,1,9,0.32425505268262117,2.833213344056216
1879,木夭丑友什69aa37bb,1.338,0.0,0.0,0.0,8.0,1992,3,57,0.29117596170603677,2.0794415416798357
1880,木夭丑友什69aa38aa,1.338,88.0,228.0,39.0,202.0,1989,5,46,0.29117596170603677,5.308267697401205
1881,木夭丑友什69aa38ab,1.338,804.0,1891.0,316.0,37.0,1991,0,7,0.29117596170603677,3.6109179126442243
1882,木夭丑友什69aa38ba,0.515,155.0,391.0,74.0,7.0,1991,2,0,-0.6635883783184009,1.9459101490553132
1884,木夭丑友什69aa39aa,0.854,60.0,88.0,9.0,34.0,1990,7,29,-0.15782408519356722,3.5263605246161616
1885,木夭丑友什69aa39ab,0.854,29.0,87.0,10.0,390.0,1989,6,58,-0.15782408519356722,5.966146739123692
1886,木夭丑友什69aa39ba,0.587,19.0,47.0,0.0,398.0,1987,5,56,-0.5327304591540407,5.986452005284438
1887,木夭丑友什69aa39bb,2.285,0.0,0.0,0.0,58.0,1986,0,7,0.8263660243461681,4.060443010546419
1890,木夭丑友什69aa40ba,1.32,0.0,15.0,0.0,5.0,2018,0,0,0.27763173659827955,1.6094379124341003
1891,木夭丑友什69aa40bb,0.453,85.0,303.0,98.0,30.0,2017,0,0,-0.791863153499103,3.4011973816621555
1892,木夭丑友什69aa41aa,0.453,148.0,535.0,173.0,37.0,2015,0,0,-0.791863153499103,3.6109179126442243
1893,木夭丑友什69aa41ab,0.453,172.0,898.0,366.0,12.0,2016,0,0,-0.791863153499103,2.4849066497880004
1894,木夭丑友什69aa41ba,0.808,91.0,625.0,259.0,17.0,2016,0,0,-0.2131932204610416,2.833213344056216
1905,木夭丑友什69ab31bb,3.546,0.0,0.0,0.0,2.0,1919,0,52,1.2658202076520162,0.6931471805599453
1906,木夭丑友什69ab32aa,3.546,14.0,25.0,0.0,12.0,2008,0,3,1.2658202076520162,2.4849066497880004
1913,木夭丑友什69ab33bb,3.37,10.0,21.0,0.0,15.0,2004,0,2,1.2149127443642704,2.70805020110221
1914,木夭丑友什69ab34aa,3.37,164.0,415.0,69.0,11.0,1997,1,0,1.2149127443642704,2.3978952727983707
1917,木夭丑友什69ab34bb,2.704,10.0,132.0,56.0,8.0,2019,0,0,0.9947321581807177,2.0794415416798357
1918,木夭丑友什69ab35aa,0.249,234.0,718.0,220.0,30.0,2013,1,0,-1.3903023825174294,3.4011973816621555
1919,木夭丑友什69ab35ab,2.338,0.0,38.0,18.0,6.0,2008,3,0,0.8492958630498767,1.791759469228055
1924,木夭丑友什69ab36ba,1.933,182.0,503.0,94.0,6.0,1999,0,0,0.6590732002261939,1.791759469228055
1925,木夭丑友什69ab36bb,2.157,76.0,227.0,42.0,23.0,1999,1,6,0.7687183674070194,3.1354942159291497
1926,木夭丑友什69ab37aa,1.787,31.0,111.0,31.0,1.0,2007,0,1,0.580538236177291,0.0
1927,木夭丑友什69ab37ab,2.016,67.0,171.0,26.0,87.0,1988,2,18,0.7011153502091222,4.465908118654584
1928,木夭丑友什69ab37ba,1.383,239.0,464.0,56.0,438.0,1988,4,94,0.32425505268262117,6.082218910376446
1929,木夭丑友什69ab37bb,1.332,35.0,61.0,0.0,54.0,1987,4,19,0.28668157211819745,3.9889840465642745
1930,木夭丑友什69ab38aa,1.332,443.0,612.0,37.0,301.0,1985,5,86,0.28668157211819745,5.707110264748875
1931,木夭丑友什69ab38ab,1.332,238.0,506.0,72.0,55.0,1989,1,8,0.28668157211819745,4.007333185232471
1932,木夭丑友什69ab38ba,0.92,0.0,0.0,0.0,2.0,1985,0,1,-0.08338160893905101,0.6931471805599453
1933,木夭丑友什69ab38bb,0.854,78.0,195.0,45.0,25.0,1992,0,22,-0.15782408519356722,3.2188758248682006
1934,木夭丑友什69ab39aa,0.854,91.0,214.0,46.0,35.0,1990,2,9,-0.15782408519356722,3.5553480614894135
1935,木夭丑友什69ab39ab,0.854,0.0,8.0,0.0,240.0,1988,2,37,-0.15782408519356722,5.480638923341991
1936,木夭丑友什69ab39ba,0.203,630.0,1350.0,238.0,397.0,1992,4,69,-1.5945492999403497,5.983936280687191
1937,木夭丑友什69ab39bb,0.88,285.0,691.0,128.0,322.0,1991,3,48,-0.12783337150988489,5.7745515455444085
1938,木夭丑友什69ab40aa,1.067,0.0,0.0,0.0,1.0,2019,0,0,0.06485097231961627,0.0
1941,木夭丑友什69ab40bb,0.453,79.0,260.0,90.0,12.0,2017,0,0,-0.791863153499103,2.4849066497880004
1942,木夭丑友什69ab41aa,0.453,260.0,715.0,215.0,9.0,2015,0,0,-0.791863153499103,2.1972245773362196
1943,木夭丑友什69ab41ab,0.761,229.0,1079.0,414.0,20.0,2015,0,0,-0.2731219211204512,2.995732273553991
1944,木夭丑友什69ab41ba,0.915,130.0,720.0,263.0,17.0,2016,0,0,-0.0888312137066157,2.833213344056216
1947,木夭丑友什69ba30ab,5.537,0.0,0.0,0.0,2.0,1960,0,0,1.71145283784083,0.6931471805599453
1954,木夭丑友什69ba32aa,3.546,0.0,26.0,12.0,1.0,1983,0,0,1.2658202076520162,0.0
1961,木夭丑友什69ba33bb,3.37,20.0,71.0,13.0,11.0,2001,1,13,1.2149127443642704,2.3978952727983707
1962,木夭丑友什69ba34aa,3.37,0.0,11.0,0.0,11.0,2004,1,4,1.2149127443642704,2.3978952727983707
1966,木夭丑友什69ba35aa,0.682,286.0,840.0,178.0,32.0,2013,2,0,-0.38272562113867487,3.4657359027997265
1967,木夭丑友什69ba35ab,2.338,192.0,669.0,215.0,7.0,2010,0,0,0.8492958630498767,1.9459101490553132
1968,木夭丑友什69ba35ba,3.156,0.0,9.0,0.0,6.0,2003,0,8,1.1493054029836278,1.791759469228055
1969,木夭丑友什69ba35bb,3.232,0.0,0.0,0.0,5.0,2004,0,3,1.173101140658849,1.6094379124341003
1973,木夭丑友什69ba36bb,2.157,8.0,11.0,0.0,5.0,1994,1,3,0.7687183674070194,1.6094379124341003
1974,木夭丑友什69ba37aa,0.925,428.0,1312.0,238.0,114.0,1990,1,30,-0.0779615414697118,4.736198448394496
1975,木夭丑友什69ba37ab,0.925,372.0,691.0,95.0,566.0,1987,5,91,-0.0779615414697118,6.338594078203183
1976,木夭丑友什69ba37ba,1.307,288.0,468.0,46.0,449.0,1987,3,78,0.26773443464208485,6.1070228877422545
1977,木夭丑友什69ba37bb,1.332,320.0,590.0,54.0,372.0,1988,2,79,0.28668157211819745,5.918893854273146
1978,木夭丑友什69ba38aa,1.332,773.0,1539.0,185.0,343.0,1991,6,76,0.28668157211819745,5.8377304471659395
1979,木夭丑友什69ba38ab,1.332,297.0,504.0,85.0,121.0,1989,3,24,0.28668157211819745,4.795790545596741
1980,木夭丑友什69ba38ba,0.92,292.0,614.0,85.0,77.0,1993,1,20,-0.08338160893905101,4.343805421853684
1981,木夭丑友什69ba38bb,0.293,525.0,1263.0,224.0,109.0,1998,5,32,-1.2275826699650698,4.6913478822291435
1982,木夭丑友什69ba39aa,0.293,576.0,1791.0,475.0,37.0,2008,0,3,-1.2275826699650698,3.6109179126442243
1983,木夭丑友什69ba39ab,0.854,140.0,486.0,125.0,9.0,2005,3,7,-0.15782408519356722,2.1972245773362196
1984,木夭丑友什69ba39ba,0.756,32.0,82.0,13.0,7.0,1996,1,1,-0.27971390280260405,1.9459101490553132
1985,木夭丑友什69ba39bb,0.939,228.0,582.0,58.0,84.0,1993,5,18,-0.0629397997738742,4.430816798843313
1986,木夭丑友什69ba40aa,0.939,170.0,438.0,53.0,64.0,1993,2,16,-0.0629397997738742,4.1588830833596715
1987,木夭丑友什69ba40ab,1.499,202.0,369.0,28.0,27.0,1995,1,0,0.4047982191204607,3.295836866004329
1988,木夭丑友什69ba40ba,0.899,0.0,0.0,0.0,1.0,2017,0,0,-0.10647224451051676,0.0
1990,木夭丑友什69ba41aa,1.235,112.0,262.0,68.0,3.0,2015,0,0,0.2110709700799406,1.0986122886681098
1991,木夭丑友什69ba41ab,1.235,147.0,428.0,119.0,4.0,2015,0,0,0.2110709700799406,1.3862943611198906
2005,木夭丑友什69bb33ba,3.37,7.0,28.0,0.0,3.0,1995,0,7,1.2149127443642704,1.0986122886681098
2007,木夭丑友什69bb34aa,3.37,7.0,13.0,0.0,16.0,2002,0,2,1.2149127443642704,2.772588722239781
2010,木夭丑友什69bb34bb,3.095,489.0,1001.0,168.0,24.0,2008,1,0,1.1297879061365594,3.1780538303479458
2011,木夭丑友什69bb35aa,1.556,147.0,478.0,126.0,29.0,2011,1,0,0.4421184257561999,3.367295829986474
2014,木夭丑友什69bb35bb,3.232,0.0,0.0,0.0,1.0,2004,0,0,1.173101140658849,0.0
2019,木夭丑友什69bb37aa,1.108,41.0,128.0,13.0,41.0,1990,1,9,0.10255658832509215,3.713572066704308
2020,木夭丑友什69bb37ab,1.108,546.0,1191.0,128.0,313.0,1989,6,83,0.10255658832509215,5.746203190540153
2021,木夭丑友什69bb37ba,0.415,429.0,1005.0,114.0,262.0,1990,4,66,-0.8794767587514388,5.568344503761097
2022,木夭丑友什69bb37bb,1.332,405.0,840.0,117.0,219.0,1988,5,41,0.28668157211819745,5.389071729816501
2023,木夭丑友什69bb38aa,1.332,433.0,1100.0,178.0,101.0,1996,3,24,0.28668157211819745,4.61512051684126
2024,木夭丑友什69bb38ab,1.332,170.0,346.0,43.0,54.0,1992,6,40,0.28668157211819745,3.9889840465642745
2025,木夭丑友什69bb38ba,0.92,839.0,1671.0,180.0,283.0,1993,3,70,-0.08338160893905101,5.645446897643238
2026,木夭丑友什69bb38bb,0.293,566.0,1223.0,138.0,272.0,1992,4,56,-1.2275826699650698,5.605802066295998
2027,木夭丑友什69bb39aa,0.679,332.0,812.0,131.0,164.0,1994,2,31,-0.3871341514234409,5.099866427824199
2028,木夭丑友什69bb39ab,0.51,117.0,283.0,38.0,57.0,1994,2,13,-0.6733445532637656,4.04305126783455
2029,木夭丑友什69bb39ba,0.51,257.0,461.0,56.0,121.0,1990,2,20,-0.6733445532637656,4.795790545596741
2030,木夭丑友什69bb39bb,0.51,424.0,1154.0,199.0,118.0,1993,4,27,-0.6733445532637656,4.770684624465665
2031,木夭丑友什69bb40aa,1.837,128.0,241.0,16.0,30.0,1993,0,4,0.6081338062329886,3.4011973816621555
2032,木夭丑友什69bb40ab,1.542,70.0,196.0,25.0,27.0,1995,1,5,0.4330802751411378,3.295836866004329
2048,木夭丑友什70aa33ba,4.239,0.0,0.0,0.0,1.0,2006,0,0,1.4443273923705,0.0
2049,木夭丑友什70aa33bb,4.239,0.0,0.0,0.0,3.0,2008,0,4,1.4443273923705,1.0986122886681098
2052,木夭丑友什70aa34ba,3.461,42.0,85.0,10.0,1.0,2008,0,0,1.241557564653207,0.0
2053,木夭丑友什70aa34bb,3.465,210.0,541.0,120.0,24.0,2008,1,0,1.2427126326418665,3.1780538303479458
2056,木夭丑友什70aa35ba,1.56,0.0,0.0,0.0,2.0,2004,0,2,0.44468582126144574,0.6931471805599453
2062,木夭丑友什70aa37aa,0.663,131.0,389.0,68.0,70.0,1993,2,20,-0.4109802887962745,4.248495242049359
2063,木夭丑友什70aa37ab,0.637,568.0,1473.0,242.0,253.0,1992,2,64,-0.45098562340997367,5.53338948872752
2064,木夭丑友什70aa37ba,0.637,585.0,1402.0,202.0,436.0,1989,5,93,-0.45098562340997367,6.077642243349034
2065,木夭丑友什70aa37bb,0.39,528.0,1313.0,187.0,314.0,1989,6,51,-0.941608539858445,5.749392985908253
2066,木夭丑友什70aa38aa,0.39,257.0,654.0,120.0,125.0,1991,8,59,-0.941608539858445,4.8283137373023015
2067,木夭丑友什70aa38ab,0.39,45.0,71.0,0.0,15.0,1994,3,90,-0.941608539858445,2.70805020110221
2068,木夭丑友什70aa38ba,0.427,580.0,1303.0,161.0,236.0,1991,4,51,-0.8509712657535126,5.4638318050256105
2069,木夭丑友什70aa38bb,0.672,388.0,964.0,117.0,154.0,1990,6,40,-0.3974969384589874,5.0369526024136295
2070,木夭丑友什70aa39aa,0.49,577.0,1454.0,220.0,132.0,1989,2,22,-0.7133498878774648,4.882801922586371
2071,木夭丑友什70aa39ab,0.49,423.0,1014.0,165.0,136.0,1991,3,43,-0.7133498878774648,4.912654885736052
2072,木夭丑友什70aa39ba,0.49,490.0,1053.0,108.0,172.0,1992,5,39,-0.7133498878774648,5.147494476813453
2073,木夭丑友什70aa39bb,0.51,687.0,1555.0,236.0,242.0,1993,5,41,-0.6733445532637656,5.488937726156687
2074,木夭丑友什70aa40aa,0.517,283.0,693.0,113.0,102.0,1991,4,25,-0.6597124044737079,4.624972813284271
2075,木夭丑友什70aa40ab,1.837,0.0,0.0,0.0,1.0,1999,0,0,0.6081338062329886,0.0
2089,木夭丑友什70ab33ab,5.322,0.0,0.0,0.0,3.0,2019,0,0,1.6718491725554974,1.0986122886681098
2094,木夭丑友什70ab34ba,1.349,232.0,597.0,111.0,6.0,2008,0,0,0.2993635772256188,1.791759469228055
2095,木夭丑友什70ab34bb,3.465,115.0,239.0,25.0,2.0,2008,0,0,1.2427126326418665,0.6931471805599453
2099,木夭丑友什70ab35bb,1.28,0.0,0.0,0.0,5.0,2005,0,0,0.2468600779315258,1.6094379124341003
2104,木夭丑友什70ab37aa,0.514,145.0,384.0,61.0,92.0,1991,2,18,-0.6655320135269719,4.5217885770490405
2105,木夭丑友什70ab37ab,0.637,370.0,1042.0,204.0,185.0,1992,3,44,-0.45098562340997367,5.220355825078324
2106,木夭丑友什70ab37ba,0.637,477.0,1256.0,215.0,402.0,1988,2,92,-0.45098562340997367,5.996452088619021
2107,木夭丑友什70ab37bb,0.345,535.0,1096.0,150.0,381.0,1987,6,76,-1.0642108619507773,5.942799375126701
2108,木夭丑友什70ab38aa,0.345,432.0,935.0,116.0,214.0,1991,6,53,-1.0642108619507773,5.365976015021851
2110,木夭丑友什70ab38ba,0.427,332.0,936.0,135.0,157.0,1994,9,60,-0.8509712657535126,5.056245805348308
2111,木夭丑友什70ab38bb,0.672,477.0,1220.0,176.0,192.0,1991,3,43,-0.3974969384589874,5.2574953720277815
2112,木夭丑友什70ab39aa,0.49,397.0,1002.0,158.0,169.0,1991,6,36,-0.7133498878774648,5.1298987149230735
2113,木夭丑友什70ab39ab,0.49,330.0,905.0,144.0,60.0,1994,2,7,-0.7133498878774648,4.0943445622221
2114,木夭丑友什70ab39ba,0.49,765.0,1820.0,251.0,164.0,1993,5,21,-0.7133498878774648,5.099866427824199
2115,木夭丑友什70ab39bb,0.502,493.0,1005.0,142.0,187.0,1993,2,32,-0.6891551592904078,5.231108616854587
2116,木夭丑友什70ab40aa,0.517,184.0,448.0,74.0,67.0,1996,2,11,-0.6597124044737079,4.204692619390966
2117,木夭丑友什70ab40ab,0.931,80.0,183.0,15.0,42.0,1992,2,12,-0.07149600170506992,3.7376696182833684
2135,木夭丑友什70ba34ba,10.051,132.0,179.0,10.0,6.0,1992,1,0,2.307672132042603,1.791759469228055
2136,木夭丑友什70ba34bb,3.465,0.0,0.0,0.0,1.0,1991,1,0,1.2427126326418665,0.0
2138,木夭丑友什70ba35ab,1.56,0.0,0.0,0.0,1.0,1998,0,0,0.44468582126144574,0.0
2140,木夭丑友什70ba35bb,3.016,0.0,0.0,0.0,14.0,2023,0,1,1.1039314501457096,2.6390573296152584
2144,木夭丑友什70ba36bb,0.944,0.0,0.0,0.0,10.0,1993,2,1,-0.057629112836636416,2.302585092994046
2145,木夭丑友什70ba37aa,0.944,0.0,0.0,0.0,8.0,1995,0,1,-0.057629112836636416,2.0794415416798357
2147,木夭丑友什70ba37ba,0.637,154.0,327.0,37.0,77.0,1987,3,16,-0.45098562340997367,4.343805421853684
2148,木夭丑友什70ba37bb,0.345,614.0,1378.0,284.0,125.0,1989,3,28,-1.0642108619507773,4.8283137373023015
2149,木夭丑友什70ba38aa,0.345,640.0,1186.0,197.0,190.0,1988,3,54,-1.0642108619507773,5.247024072160486
2150,木夭丑友什70ba38ab,0.345,68.0,173.0,28.0,3.0,1993,3,71,-1.0642108619507773,1.0986122886681098
2151,木夭丑友什70ba38ba,0.831,208.0,521.0,65.0,105.0,1992,3,26,-0.18512548412668892,4.653960350157523
2152,木夭丑友什70ba38bb,0.672,34.0,95.0,17.0,18.0,1989,0,2,-0.3974969384589874,2.8903717578961645
2153,木夭丑友什70ba39aa,0.49,540.0,1315.0,177.0,276.0,1993,5,45,-0.7133498878774648,5.62040086571715
2154,木夭丑友什70ba39ab,0.49,308.0,888.0,130.0,124.0,1994,7,29,-0.7133498878774648,4.820281565605037
2155,木夭丑友什70ba39ba,0.49,444.0,1140.0,139.0,154.0,1993,1,16,-0.7133498878774648,5.0369526024136295
2156,木夭丑友什70ba39bb,0.502,499.0,1145.0,186.0,119.0,1992,3,20,-0.6891551592904078,4.77912349311153
2157,木夭丑友什70ba40aa,1.106,589.0,1163.0,154.0,136.0,1993,4,39,0.10074990310014315,4.912654885736052
2158,木夭丑友什70ba40ab,1.106,339.0,748.0,85.0,140.0,1991,3,26,0.10074990310014315,4.941642422609304
2159,木夭丑友什70ba40ba,1.282,165.0,422.0,75.0,30.0,1993,0,3,0.24842135849847832,3.4011973816621555
2174,木夭丑友什70bb34ba,10.051,0.0,0.0,0.0,1.0,1999,0,0,2.307672132042603,0.0
2180,木夭丑友什70bb36aa,2.303,18.0,22.0,0.0,4.0,2002,0,2,0.8342126208385481,1.3862943611198906
2184,木夭丑友什70bb37aa,0.944,0.0,0.0,0.0,18.0,1982,1,0,-0.057629112836636416,2.8903717578961645
2185,木夭丑友什70bb37ab,0.944,0.0,0.0,0.0,9.0,2006,0,4,-0.057629112836636416,2.1972245773362196
2186,木夭丑友什70bb37ba,0.914,0.0,0.0,0.0,1.0,2010,0,0,-0.08992470752798701,0.0
2187,木夭丑友什70bb37bb,0.345,410.0,931.0,166.0,9.0,2002,1,0,-1.0642108619507773,2.1972245773362196
2188,木夭丑友什70bb38aa,0.345,260.0,600.0,113.0,8.0,1996,1,1,-1.0642108619507773,2.0794415416798357
2189,木夭丑友什70bb38ab,0.345,350.0,894.0,175.0,10.0,1994,0,0,-1.0642108619507773,2.302585092994046
2190,木夭丑友什70bb38ba,0.358,30.0,112.0,23.0,9.0,1998,1,5,-1.0272222925814367,2.1972245773362196
2191,木夭丑友什70bb38bb,1.578,111.0,601.0,61.0,15.0,1998,2,20,0.45615822242368254,2.70805020110221
2192,木夭丑友什70bb39aa,0.587,102.0,306.0,55.0,18.0,1994,2,6,-0.5327304591540407,2.8903717578961645
2193,木夭丑友什70bb39ab,0.502,358.0,1006.0,166.0,167.0,1992,5,36,-0.6891551592904078,5.117993812416755
2194,木夭丑友什70bb39ba,0.502,203.0,468.0,54.0,64.0,1994,1,20,-0.6891551592904078,4.1588830833596715
2195,木夭丑友什70bb39bb,0.502,439.0,1230.0,169.0,81.0,1992,2,7,-0.6891551592904078,4.394449154672439
2196,木夭丑友什70bb40aa,1.357,332.0,1027.0,191.0,12.0,1988,2,9,0.30527638085273207,2.4849066497880004
2197,木夭丑友什70bb40ab,1.357,486.0,1062.0,157.0,140.0,1994,1,25,0.30527638085273207,4.941642422609304
2198,木夭丑友什70bb40ba,1.357,34.0,57.0,0.0,5.0,1995,0,0,0.30527638085273207,1.6094379124341003
2215,木夭丑友什71aa35bb,4.253,8.0,19.0,0.0,9.0,2001,0,3,1.4476246162714965,2.1972245773362196
2216,木夭丑友什71aa36aa,4.005,44.0,102.0,23.0,25.0,2003,1,14,1.3875435805203225,3.2188758248682006
2219,木夭丑友什71aa36bb,0.944,0.0,0.0,0.0,9.0,2000,0,4,-0.057629112836636416,2.1972245773362196
2220,木夭丑友什71aa37aa,0.944,6.0,20.0,0.0,20.0,2002,0,0,-0.057629112836636416,2.995732273553991
2221,木夭丑友什71aa37ab,0.944,0.0,0.0,0.0,5.0,1990,0,0,-0.057629112836636416,1.6094379124341003
2223,木夭丑友什71aa37bb,0.994,0.0,25.0,0.0,20.0,2002,0,3,-0.006018072325563021,2.995732273553991
2224,木夭丑友什71aa38aa,0.994,0.0,11.0,0.0,3.0,1989,0,9,-0.006018072325563021,1.0986122886681098
2227,木夭丑友什71aa38bb,1.189,131.0,422.0,97.0,2.0,2006,1,11,0.17311261770864483,0.6931471805599453
2228,木夭丑友什71aa39aa,1.621,305.0,1059.0,287.0,16.0,2006,0,0,0.48304324275353905,2.772588722239781
2249,木夭丑友什71ab36aa,4.005,62.0,109.0,13.0,30.0,2010,1,13,1.3875435805203225,3.4011973816621555
2252,木夭丑友什71ab36bb,1.93,0.0,0.0,0.0,11.0,1997,0,0,0.6575200029167941,2.3978952727983707
2253,木夭丑友什71ab37aa,1.087,0.0,0.0,0.0,26.0,1980,0,1,0.08342160813907236,3.258096538021482
2255,木夭丑友什71ab37ba,0.994,0.0,0.0,0.0,21.0,1993,0,1,-0.006018072325563021,3.044522437723423
2256,木夭丑友什71ab37bb,0.994,0.0,0.0,0.0,7.0,1996,0,0,-0.006018072325563021,1.9459101490553132
2257,木夭丑友什71ab38aa,0.994,0.0,0.0,0.0,8.0,1998,0,1,-0.006018072325563021,2.0794415416798357
2258,木夭丑友什71ab38ab,0.358,0.0,0.0,0.0,3.0,1987,0,0,-1.0272222925814367,1.0986122886681098
2269,木夭丑友什71ab41aa,2.241,0.0,0.0,0.0,2.0,1997,0,0,0.80692219481879,0.6931471805599453
2276,木夭丑友什71ba36aa,4.005,12.0,20.0,0.0,14.0,2004,0,4,1.3875435805203225,2.6390573296152584
2279,木夭丑友什71ba36bb,1.93,0.0,0.0,0.0,8.0,2000,0,0,0.6575200029167941,2.0794415416798357
2280,木夭丑友什71ba37aa,2.254,0.0,0.0,0.0,15.0,1984,0,1,0.8127064156175846,2.70805020110221
2281,木夭丑友什71ba37ab,0.953,234.0,505.0,75.0,60.0,2000,4,25,-0.048140375327934984,4.0943445622221
2282,木夭丑友什71ba37ba,0.994,0.0,0.0,0.0,11.0,1993,0,0,-0.006018072325563021,2.3978952727983707
2283,木夭丑友什71ba37bb,0.994,199.0,615.0,74.0,22.0,1989,0,1,-0.006018072325563021,3.091042453358316
2284,木夭丑友什71ba38aa,0.994,364.0,846.0,152.0,24.0,1996,0,10,-0.006018072325563021,3.1780538303479458
2285,木夭丑友什71ba38ab,1.668,42.0,103.0,8.0,27.0,2003,2,10,0.5116253039365549,3.295836866004329
2286,木夭丑友什71ba38ba,1.387,73.0,147.0,16.0,16.0,2001,0,5,0.32714314133269456,2.772588722239781
2295,木夭丑友什71ba40bb,1.882,0.0,0.0,0.0,1.0,1967,0,0,0.6323350411631878,0.0
2309,木夭丑友什71bb37ab,1.959,80.0,132.0,11.0,21.0,1999,0,10,0.6724341389624038,3.044522437723423
2310,木夭丑友什71bb37ba,2.05,0.0,0.0,0.0,1.0,2002,0,0,0.7178397931503168,0.0
2312,木夭丑友什71bb38aa,2.05,82.0,230.0,54.0,4.0,2002,2,3,0.7178397931503168,1.3862943611198906
2313,木夭丑友什71bb38ab,1.668,51.0,93.0,14.0,17.0,2000,0,7,0.5116253039365549,2.833213344056216
2314,木夭丑友什71bb38ba,1.434,19.0,50.0,8.0,7.0,2002,4,2,0.36046774217742855,1.9459101490553132
2341,木夭丑友什72aa38ba,1.434,0.0,0.0,0.0,2.0,2008,0,7,0.36046774217742855,0.6931471805599453
